model,param_count,n_samples,n_runs,mean_ms,median_ms,p95_ms,std_ms,min_ms,max_ms,latency_cfg_device,latency_cfg_batch_size,latency_cfg_n_samples,latency_cfg_n_warmup,latency_cfg_n_repeats,latency_cfg_seed,latency_cfg_percentile
cnn_joint,1584909,512,1536,1.1830928094695992,1.0397594887763262,1.0967084963340312,3.448007779981041,0.9508649818599224,107.39218804519624,cpu,1,512,50,3,42,95.0
cnn_multitask,1583624,512,1536,1.2347441505274521,1.0045719682238996,1.0968414426315576,4.458136235279851,0.9556889999657869,131.0759709449485,cpu,1,512,50,3,42,95.0
cnn_coordinate,1582082,512,1536,1.1578277101307322,0.9775300277397037,1.0230139887426049,3.2236996266525075,0.9360580006614327,92.46865008026361,cpu,1,512,50,3,42,95.0
lstm_joint,1642030,512,1536,72.9198116794123,58.48982051247731,181.79351996514015,56.647084435627164,13.422549003735185,575.0059939455241,cpu,1,512,50,3,42,95.0
lstm_multitask,1640745,512,1536,63.29395490971971,49.47577154962346,144.92972049629316,46.04510366346954,10.884894989430904,584.0493090217933,cpu,1,512,50,3,42,95.0
lstm_coordinate,1639203,512,1536,60.786100345618856,49.92370802210644,132.24960226216353,43.522741039387014,10.859532048925757,678.3236999763176,cpu,1,512,50,3,42,95.0
