model,params,best_epoch,epoch,train_loss,val_loss,score,joint_accuracy,building_accuracy,floor_accuracy,coordinate_mean_euclidean,coordinate_rmse,coordinate_mean_euclidean_m,coordinate_rmse_m
mlp_joint,1729037,22,22.0,0.005803491532792865,0.5943789184898218,0.9081908182235154,0.9081908182235154,0.9954995499549955,0.9090909082325164,,,,
mlp_multitask,1727752,11,11.0,0.015051071836407626,0.404846246504333,0.9108910891089109,0.9108910891089109,0.9972997299729973,0.9108910888406632,,,,
mlp_coordinate,1726210,55,55.0,0.010659614560185111,0.011273643619722069,-9.767192596883973,,,,0.11060877169852515,0.14860261731539226,9.767192596883973,13.066840063328067
