model,params,best_epoch,epoch,train_loss,val_loss,score,joint_accuracy,building_accuracy,floor_accuracy,coordinate_mean_euclidean,coordinate_rmse,coordinate_mean_euclidean_m,coordinate_rmse_m
cnn_joint,1584909,22,22.0,0.022929471043024622,0.8269206548359457,0.8325832583794821,0.8325832583794821,0.9441944171350137,0.8424842478883471,,,,
cnn_multitask,1583624,25,25.0,0.03367663921682109,1.0523682111668007,0.8073807380738074,0.8073807380738074,0.9711971188535785,0.8181818190938605,,,,
cnn_coordinate,1582082,56,56.0,0.05039363770865327,0.19243149541177587,-42.95232683951171,,,,0.44974735611299477,0.6182302928013385,42.95232683951171,60.19321727050053
lstm_joint,1642030,22,22.0,0.011821927053182786,0.37030030025167576,0.9477947774392651,0.9477947774392651,0.9954995499549955,0.9477947774392651,,,,
lstm_multitask,1640745,18,18.0,0.016546487292372836,0.3773918335873409,0.9414941494149415,0.9414941494149415,0.9900990099009901,0.9504950480564128,,,,
lstm_coordinate,1639203,43,43.0,0.01805115489002999,0.015806514370774065,-11.399430587247542,,,,0.12858659160428468,0.17773796160756836,11.399430587247542,15.571116392996668
