scenario,score,joint_accuracy,building_accuracy,floor_accuracy,eval_loss,model,train_regime,coordinate_mean_euclidean,coordinate_rmse,coordinate_mean_euclidean_m,coordinate_rmse_m
clean,0.9216921925544739,0.9216921925544739,0.9972997307777405,0.9216921925544739,0.6315996385607818,mlp_joint,aug_train,,,,
dropout_0.05,0.9162916541099548,0.9162916541099548,0.9972997307777405,0.9162916541099548,0.6354428034554077,mlp_joint,aug_train,,,,
dropout_0.10,0.9099910259246826,0.9099910259246826,0.9981998205184937,0.9099910259246826,0.6824359423292317,mlp_joint,aug_train,,,,
dropout_0.15,0.9045904874801636,0.9045904874801636,0.9981998205184937,0.9045904874801636,0.733142794171075,mlp_joint,aug_train,,,,
dropout_0.20,0.8937894105911255,0.8937894105911255,0.9990999102592468,0.8937894105911255,0.7247657237237471,mlp_joint,aug_train,,,,
dropout_0.25,0.881188154220581,0.881188154220581,0.994599461555481,0.881188154220581,0.7482441463092766,mlp_joint,aug_train,,,,
dropout_0.30,0.8748875260353088,0.8748875260353088,0.9972997307777405,0.875787615776062,0.812758841566091,mlp_joint,aug_train,,,,
dropout_0.35,0.855085551738739,0.855085551738739,0.9954995512962341,0.8559856414794922,0.973960487344692,mlp_joint,aug_train,,,,
dropout_0.40,0.8478848338127136,0.8478848338127136,0.994599461555481,0.84968501329422,0.9682034075421111,mlp_joint,aug_train,,,,
dropout_0.45,0.8217821717262268,0.8217821717262268,0.9873987436294556,0.8253825306892395,1.050852904681361,mlp_joint,aug_train,,,,
dropout_0.50,0.7992799282073975,0.7992799282073975,0.9891989231109619,0.8001800179481506,1.1785230244954998,mlp_joint,aug_train,,,,
dropout_0.60,0.7317731976509094,0.7317731976509094,0.9684968590736389,0.7380738258361816,1.4602171489507845,mlp_joint,aug_train,,,,
drop0.25_bias3_noise1,0.8955895900726318,0.8955895900726318,0.9981998205184937,0.8955895900726318,0.6497936808344054,mlp_joint,aug_train,,,,
drop0.35_bias4_noise2,0.875787615776062,0.875787615776062,0.994599461555481,0.875787615776062,0.8500561211207877,mlp_joint,aug_train,,,,
drop0.40_bias5_noise3,0.8523852825164795,0.8523852825164795,0.9963996410369873,0.8523852825164795,0.8877930330275202,mlp_joint,aug_train,,,,
drop0.15_bias6_noise0,0.917191743850708,0.917191743850708,0.9972997307777405,0.917191743850708,0.6780311254420653,mlp_joint,aug_train,,,,
bias5_only,0.9315931797027588,0.9315931797027588,0.9981998205184937,0.9315931797027588,0.5730054847943042,mlp_joint,aug_train,,,,
noise3_only,0.917191743850708,0.917191743850708,0.9981998205184937,0.917191743850708,0.6461478605879845,mlp_joint,aug_train,,,,
clean,0.918991899189919,0.918991899189919,0.9990999102592468,0.9189919233322144,0.5335354158783904,mlp_multitask,aug_train,,,,
dropout_0.05,0.9126912691269127,0.9126912691269127,0.9990999102592468,0.9126912951469421,0.5494925545261959,mlp_multitask,aug_train,,,,
dropout_0.10,0.9000900090009001,0.9000900090009001,0.9990999102592468,0.9000900387763977,0.5621707417694541,mlp_multitask,aug_train,,,,
dropout_0.15,0.9054905490549054,0.9054905490549054,0.9990999102592468,0.9054905772209167,0.5952643638092799,mlp_multitask,aug_train,,,,
dropout_0.20,0.8964896489648965,0.8964896489648965,0.9990999102592468,0.896489679813385,0.5859291736174016,mlp_multitask,aug_train,,,,
dropout_0.25,0.882988298829883,0.882988298829883,0.9963996410369873,0.8847885131835938,0.6115717671670751,mlp_multitask,aug_train,,,,
dropout_0.30,0.8802880288028803,0.8802880288028803,0.9981998205184937,0.881188154220581,0.6678970817721287,mlp_multitask,aug_train,,,,
dropout_0.35,0.8505850585058505,0.8505850585058505,0.9954995512962341,0.8523852825164795,0.7837409102412412,mlp_multitask,aug_train,,,,
dropout_0.40,0.8541854185418541,0.8541854185418541,0.9990999102592468,0.8541854619979858,0.786482303449423,mlp_multitask,aug_train,,,,
dropout_0.45,0.8244824482448245,0.8244824482448245,0.9927992820739746,0.8289828896522522,0.8353694611095717,mlp_multitask,aug_train,,,,
dropout_0.50,0.8091809180918091,0.8091809180918091,0.9936993718147278,0.8109810948371887,0.9078236623029254,mlp_multitask,aug_train,,,,
dropout_0.60,0.7398739873987399,0.7398739873987399,0.9819982051849365,0.7443744540214539,1.1723347829334592,mlp_multitask,aug_train,,,,
drop0.25_bias3_noise1,0.8901890189018902,0.8901890189018902,0.9990999102592468,0.8901890516281128,0.5659012464818174,mlp_multitask,aug_train,,,,
drop0.35_bias4_noise2,0.8802880288028803,0.8802880288028803,0.9963996410369873,0.881188154220581,0.7025566497812605,mlp_multitask,aug_train,,,,
drop0.40_bias5_noise3,0.8424842484248425,0.8424842484248425,0.9972997307777405,0.8442844748497009,0.7838759100404975,mlp_multitask,aug_train,,,,
drop0.15_bias6_noise0,0.9072907290729073,0.9072907290729073,0.9990999102592468,0.9072907567024231,0.5709178561192176,mlp_multitask,aug_train,,,,
bias5_only,0.9270927092709271,0.9270927092709271,0.9990999102592468,0.9270927309989929,0.49568556145866316,mlp_multitask,aug_train,,,,
noise3_only,0.9135913591359136,0.9135913591359136,0.9990999102592468,0.9135913848876953,0.5593258450151456,mlp_multitask,aug_train,,,,
clean,-8.689186090141666,,,,0.009010904291720138,mlp_coordinate,aug_train,0.09902200185671166,0.13424532655429502,8.689186090141666,11.659609176426374
dropout_0.05,-8.87309640073365,,,,0.009317769862637661,mlp_coordinate,aug_train,0.10088865592802072,0.1365120494145515,8.87309640073365,11.871916932827398
dropout_0.10,-9.030067514816485,,,,0.009750661738619248,mlp_coordinate,aug_train,0.10322913579051769,0.13964713834731513,9.030067514816485,12.085585732116543
dropout_0.15,-9.256501636595507,,,,0.010186145869674685,mlp_coordinate,aug_train,0.1058291574831846,0.14273154018279435,9.256501636595507,12.330080601997361
dropout_0.20,-9.518523838079322,,,,0.010667625242973319,mlp_coordinate,aug_train,0.10879885716179151,0.14606590969708083,9.518523838079322,12.69716725983204
dropout_0.25,-9.807909357747032,,,,0.011589876382798627,mlp_coordinate,aug_train,0.11282096158032486,0.15224898294512515,9.807909357747032,13.076366949641889
dropout_0.30,-9.883616249192645,,,,0.011343109065165507,mlp_coordinate,aug_train,0.11312540020441199,0.1506194483408367,9.883616249192645,13.122238485064296
dropout_0.35,-10.823641729994975,,,,0.016320136115860286,mlp_coordinate,aug_train,0.12457370202062329,0.18066618997176367,10.823641729994975,15.547605427848328
dropout_0.40,-11.289299773145766,,,,0.01568026824675762,mlp_coordinate,aug_train,0.1298161574482868,0.17708906616995543,11.289299773145766,15.297292470407394
dropout_0.45,-12.59108377789538,,,,0.020852641927616537,mlp_coordinate,aug_train,0.1437151314402406,0.2042187105587658,12.59108377789538,17.97113782324593
dropout_0.50,-14.068610947787029,,,,0.029343974981943195,mlp_coordinate,aug_train,0.16041258538690925,0.24225595668393396,14.068610947787029,21.383637862476196
dropout_0.60,-17.51717575740431,,,,0.04638660124408351,mlp_coordinate,aug_train,0.19567173178156919,0.30458694242233947,17.51717575740431,28.33266904969037
drop0.25_bias3_noise1,-9.52916071937717,,,,0.010227527648787258,mlp_coordinate,aug_train,0.10817199604178092,0.1430211695443115,9.52916071937717,12.614272033964623
drop0.35_bias4_noise2,-10.664369407561093,,,,0.014360317219347165,mlp_coordinate,aug_train,0.1217376360440553,0.16947163264789133,10.664369407561093,14.898643587868504
drop0.40_bias5_noise3,-11.229129208807839,,,,0.015382357391014923,mlp_coordinate,aug_train,0.12780023461008566,0.1753987365150358,11.229129208807839,15.409382070541858
drop0.15_bias6_noise0,-9.006982336100425,,,,0.009473249571469992,mlp_coordinate,aug_train,0.10249188172480261,0.1376462816958879,9.006982336100425,11.942715735202166
bias5_only,-8.556961382547147,,,,0.008701650702422209,mlp_coordinate,aug_train,0.09737581541119573,0.1319215747731062,8.556961382547147,11.43820117541307
noise3_only,-8.781840246375598,,,,0.009277460847257843,mlp_coordinate,aug_train,0.10005601274716192,0.13621645362825352,8.781840246375598,11.807646603623473
