scenario,score,joint_accuracy,building_accuracy,floor_accuracy,eval_loss,model,train_regime,coordinate_mean_euclidean,coordinate_rmse,coordinate_mean_euclidean_m,coordinate_rmse_m
dropout_0.25,0.8541854185418541,0.8541854185418541,0.9900990128517151,0.8577858209609985,0.9537153250992996,lstm_multitask,clean_train,,,,
dropout_0.30,0.8316831683168316,0.8316831683168316,0.9855985641479492,0.8397840261459351,1.0702168019798615,lstm_multitask,clean_train,,,,
dropout_0.35,0.7893789378937894,0.7893789378937894,0.984698474407196,0.7929793000221252,1.4296413678290283,lstm_multitask,clean_train,,,,
dropout_0.40,0.7398739873987399,0.7398739873987399,0.9783978462219238,0.7488749027252197,1.8458544787364861,lstm_multitask,clean_train,,,,
dropout_0.45,0.7371737173717372,0.7371737173717372,0.9720972180366516,0.7488749027252197,1.8938623881361487,lstm_multitask,clean_train,,,,
dropout_0.50,0.6975697569756976,0.6975697569756976,0.958595871925354,0.7173717617988586,2.2808290500022825,lstm_multitask,clean_train,,,,
dropout_0.60,0.6363636363636364,0.6363636363636364,0.9414941668510437,0.6498650312423706,2.939020073381659,lstm_multitask,clean_train,,,,
drop0.25_bias3_noise1,0.8415841584158416,0.8415841584158416,0.984698474407196,0.8514851927757263,0.9013738982533679,lstm_multitask,clean_train,,,,
drop0.35_bias4_noise2,0.8064806480648065,0.8064806480648065,0.9810981154441833,0.8127812743186951,1.3736805058512787,lstm_multitask,clean_train,,,,
drop0.40_bias5_noise3,0.7371737173717372,0.7371737173717372,0.9720972180366516,0.7488749027252197,1.8883076210906118,lstm_multitask,clean_train,,,,
drop0.15_bias6_noise0,0.9018901890189019,0.9018901890189019,0.9927992820739746,0.9072907567024231,0.5551499450775442,lstm_multitask,clean_train,,,,
bias5_only,0.9513951395139514,0.9513951395139514,0.9936993718147278,0.9549955129623413,0.31266824245238284,lstm_multitask,clean_train,,,,
noise3_only,0.9540954095409541,0.9540954095409541,0.9936993718147278,0.958595871925354,0.299783047003643,lstm_multitask,clean_train,,,,
clean,-11.72945716917283,,,,0.018207141001223445,lstm_coordinate,clean_train,0.1304686758698793,0.19082526632286972,11.72945716917283,17.304148876299536
dropout_0.05,-12.656242509493712,,,,0.021632561129857356,lstm_coordinate,clean_train,0.14083599771902464,0.20800269443661618,12.656242509493712,18.863661446707614
dropout_0.10,-13.674106106432909,,,,0.028481334065607707,lstm_coordinate,clean_train,0.15300903532807703,0.2386685307114507,13.674106106432909,21.237809950048998
dropout_0.15,-14.802534549236789,,,,0.03429754104542367,lstm_coordinate,clean_train,0.1653229235749749,0.261906623838682,14.802534549236789,23.182621054147628
dropout_0.20,-15.765388811939246,,,,0.03287599396386413,lstm_coordinate,clean_train,0.17267432247960918,0.2564215081123394,15.765388811939246,23.371854613299153
dropout_0.25,-16.673035511008475,,,,0.03915496749935871,lstm_coordinate,clean_train,0.1838648131750905,0.27983912349800544,16.673035511008475,25.581885194325086
dropout_0.30,-17.598851475663285,,,,0.04087632138728022,lstm_coordinate,clean_train,0.19385904795216868,0.285924188816419,17.598851475663285,26.192040786034887
dropout_0.35,-19.58950018065248,,,,0.05851372191221407,lstm_coordinate,clean_train,0.21702562193230213,0.342092738895037,19.58950018065248,30.69998926621088
dropout_0.40,-21.93997353490228,,,,0.06862498756789817,lstm_coordinate,clean_train,0.24336201511520555,0.37047263183022255,21.93997353490228,33.21925967256234
dropout_0.45,-23.811865647981257,,,,0.0752323111175525,lstm_coordinate,clean_train,0.25573943110465097,0.3878976877019539,23.811865647981257,36.33354406781257
