regime,scenario,model_label,model_family,model,task,metric,metric_value,source_file
aug_train,noise3_only,MLP,mlp,mlp_joint,joint,joint_accuracy,0.917191743850708,results_aug.csv|table_robustness_stability_long.csv
aug_train,noise3_only,Set Transformer,set_transformer,set_transformer_joint,joint,joint_accuracy,0.9360936284065248,results_aug.csv|table_robustness_stability_long.csv
aug_train,noise3_only,Standard Transformer,transformer,transformer_joint,joint,joint_accuracy,0.9351935386657716,results_aug.csv|table_robustness_stability_long.csv
aug_train,bias5_only,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.8370837083708371,results_aug.csv|table_robustness_stability_long.csv
aug_train,bias5_only,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9486948694869488,results_aug.csv|table_robustness_stability_long.csv
aug_train,bias5_only,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.9270927092709272,results_aug.csv|table_robustness_stability_long.csv
aug_train,bias5_only,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9351935386657716,results_aug.csv|table_robustness_stability_long.csv
aug_train,bias5_only,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.958595871925354,results_aug.csv|table_robustness_stability_long.csv
aug_train,clean,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.8433843384338434,results_aug.csv|table_robustness_stability_long.csv
aug_train,clean,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9531953195319532,results_aug.csv|table_robustness_stability_long.csv
aug_train,clean,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.918991899189919,results_aug.csv|table_robustness_stability_long.csv
aug_train,clean,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9387938976287842,results_aug.csv|table_robustness_stability_long.csv
aug_train,clean,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.958595871925354,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.15_bias6_noise0,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.774977497749775,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.15_bias6_noise0,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9324932493249324,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.15_bias6_noise0,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.9072907290729072,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.15_bias6_noise0,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9189919233322144,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.15_bias6_noise0,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.9468947052955629,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.25_bias3_noise1,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.7191719171917191,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.25_bias3_noise1,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9108910891089108,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.25_bias3_noise1,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8901890189018902,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.25_bias3_noise1,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9135913848876952,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.25_bias3_noise1,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.932493269443512,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.35_bias4_noise2,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.648964896489649,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.35_bias4_noise2,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.8928892889288929,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.35_bias4_noise2,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8802880288028803,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.35_bias4_noise2,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.8883888721466064,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.35_bias4_noise2,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.9162916541099548,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.40_bias5_noise3,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.5688568856885688,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.40_bias5_noise3,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.8667866786678667,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.40_bias5_noise3,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8424842484248425,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.40_bias5_noise3,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.8613861799240112,results_aug.csv|table_robustness_stability_long.csv
aug_train,drop0.40_bias5_noise3,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.8847885131835938,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.05,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.8208820882088209,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.05,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9522952295229524,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.05,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.9126912691269128,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.05,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.937893807888031,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.05,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.9567956924438475,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.10,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.8145814581458146,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.10,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9387938793879388,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.10,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.9000900090009001,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.10,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.922592282295227,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.10,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.9468947052955629,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.15,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.774077407740774,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.15,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.936093609360936,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.15,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.9054905490549054,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.15,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9189919233322144,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.15,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.9369937181472778,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.20,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.7461746174617462,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.20,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9306930693069309,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.20,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8964896489648965,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.20,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9189919233322144,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.20,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.94329434633255,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.25,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.72997299729973,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.25,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.9306930693069309,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.25,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.882988298829883,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.25,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9099910259246826,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.25,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.932493269443512,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.30,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.6903690369036903,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.30,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.90999099909991,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.30,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8802880288028803,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.30,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9027903079986572,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.30,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.917191743850708,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.35,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.639063906390639,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.35,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.8757875787578758,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.35,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8505850585058505,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.35,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.8631863594055176,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.35,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.8955895900726318,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.40,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.5706570657065707,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.40,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.8667866786678667,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.40,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8541854185418541,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.40,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.8649865388870239,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.40,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.8892889618873596,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.45,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.5184518451845185,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.45,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.8586858685868587,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.45,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8244824482448245,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.45,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.8397840261459351,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.45,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.8685868978500366,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.50,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.4869486948694869,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.50,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.8343834383438344,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.50,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.8091809180918091,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.50,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.8298830389976501,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.50,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.8541854619979858,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.60,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.3654365436543654,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.60,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.7551755175517552,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.60,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.7398739873987399,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.60,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.7650765180587769,results_aug.csv|table_robustness_stability_long.csv
aug_train,dropout_0.60,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.786678671836853,results_aug.csv|table_robustness_stability_long.csv
aug_train,noise3_only,CNN,cnn,cnn_multitask,multitask,joint_accuracy,0.8271827182718272,results_aug.csv|table_robustness_stability_long.csv
aug_train,noise3_only,LSTM,lstm,lstm_multitask,multitask,joint_accuracy,0.946894689468947,results_aug.csv|table_robustness_stability_long.csv
aug_train,noise3_only,MLP,mlp,mlp_multitask,multitask,joint_accuracy,0.9135913591359136,results_aug.csv|table_robustness_stability_long.csv
aug_train,noise3_only,Set Transformer,set_transformer,set_transformer_multitask,multitask,joint_accuracy,0.9297930002212524,results_aug.csv|table_robustness_stability_long.csv
aug_train,noise3_only,Standard Transformer,transformer,transformer_multitask,multitask,joint_accuracy,0.9504950642585754,results_aug.csv|table_robustness_stability_long.csv
clean_train,bias5_only,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,40.996322598994645,results_clean.csv|table_robustness_stability_long.csv
clean_train,bias5_only,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,11.5403186187779,results_clean.csv|table_robustness_stability_long.csv
clean_train,bias5_only,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,9.326093979276086,results_clean.csv|table_robustness_stability_long.csv
clean_train,bias5_only,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.023268137763676,results_clean.csv|table_robustness_stability_long.csv
clean_train,bias5_only,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.056637154873634,results_clean.csv|table_robustness_stability_long.csv
clean_train,clean,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,41.30506248091811,results_clean.csv|table_robustness_stability_long.csv
clean_train,clean,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,11.401042557898691,results_clean.csv|table_robustness_stability_long.csv
clean_train,clean,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,9.388508214400805,results_clean.csv|table_robustness_stability_long.csv
clean_train,clean,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,9.704124797858185,results_clean.csv|table_robustness_stability_long.csv
clean_train,clean,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,9.708189341171643,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.15_bias6_noise0,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,67.15701035539092,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.15_bias6_noise0,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,13.547466142384764,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.15_bias6_noise0,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,10.866221947297666,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.15_bias6_noise0,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.64345340362172,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.15_bias6_noise0,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.742434633058151,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.25_bias3_noise1,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,88.63825779648785,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.25_bias3_noise1,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,15.956153589304435,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.25_bias3_noise1,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,12.627411858431646,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.25_bias3_noise1,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,11.364315155394582,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.25_bias3_noise1,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,11.223052381526884,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.35_bias4_noise2,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,111.13030441571689,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.35_bias4_noise2,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,18.485800991313674,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.35_bias4_noise2,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,15.689653059624469,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.35_bias4_noise2,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,12.104637026297468,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.35_bias4_noise2,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,12.223871079672254,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.40_bias5_noise3,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,117.86993567698016,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.40_bias5_noise3,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,20.200376550293292,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.40_bias5_noise3,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,17.788318689939647,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.40_bias5_noise3,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,13.132676993492627,results_clean.csv|table_robustness_stability_long.csv
clean_train,drop0.40_bias5_noise3,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,13.236581218761401,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.05,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,50.12357978452688,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.05,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,12.322881036320874,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.05,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,9.881642891674037,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.05,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,9.985899945461147,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.05,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,9.890901162011081,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.10,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,58.915354445921025,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.10,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,13.339534634910294,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.10,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,10.762262532298404,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.10,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.321359728901069,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.10,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.266286981375096,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.15,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,73.8486076404501,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.15,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,14.455361432735423,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.15,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,11.421906817098261,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.15,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.501711236197348,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.15,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.527021935364393,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.20,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,82.08299139470299,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.20,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,15.412918911878085,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.20,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,12.316038245070647,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.20,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.83778592583929,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.20,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,10.935999662419519,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.25,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,91.5518551054034,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.25,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,16.316346407156548,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.25,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,13.151477010353997,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.25,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,11.209502164636351,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.25,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,11.182703822358523,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.30,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,97.18036310931359,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.30,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,17.23345887593222,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.30,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,13.701122251995258,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.30,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,11.547374553024927,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.30,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,11.502039952020287,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.35,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,110.63166133879712,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.35,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,19.186054775719665,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.35,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,16.05485619933117,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.35,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,12.23513768913992,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.35,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,12.564887631499534,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.40,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,120.60323817274622,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.40,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,21.53624750525392,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.40,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,18.623691514593474,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.40,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,13.018049619353443,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.40,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,13.538130878569323,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.45,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,132.9199450245015,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.45,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,23.373069652131505,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.45,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,22.59293791655611,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.45,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,14.028396594634318,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.45,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,14.379900224032443,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.50,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,137.79149040502114,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.50,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,25.806016576556516,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.50,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,26.46284284377969,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.50,Set Transformer,set_transformer,set_transformer_coordinate,coordinate,coordinate_mean_euclidean_m,15.24152311746591,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.50,Standard Transformer,transformer,transformer_coordinate,coordinate,coordinate_mean_euclidean_m,15.343802078323382,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.60,CNN,cnn,cnn_coordinate,coordinate,coordinate_mean_euclidean_m,145.58552587930927,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.60,LSTM,lstm,lstm_coordinate,coordinate,coordinate_mean_euclidean_m,29.711860194014506,results_clean.csv|table_robustness_stability_long.csv
clean_train,dropout_0.60,MLP,mlp,mlp_coordinate,coordinate,coordinate_mean_euclidean_m,34.19183030059148,results_clean.csv|table_robustness_stability_long.csv
